x,y
5.882026172983832,5.200078604183612
5.48936899205287,6.120446599600729
5.9337789950749835,4.511361060061795
5.475044208762795,4.924321395851151
4.948390574103221,5.205299250969186
5.072021785580439,5.727136753481488
5.3805188625734965,5.060837508246414
5.2219316163727125,5.166837163687133
5.747039536578803,4.897420868117099
5.156533850825451,4.572952130349138
3.7235050920829607,5.32680929772018
5.432218099429753,4.628917489796779
6.134877311993804,4.272817162700617
5.022879258650723,4.906408074987083
5.766389607179229,5.734679384950143
5.077473712848458,5.189081259801087
4.556107126184943,4.0096017658880365
4.826043925336924,5.07817448455199
5.615145340363861,5.601189924392205
4.806336591296024,4.848848624712332
14.475723517466454,14.289991031410512
14.146864904687494,15.975387697615895
14.745173909124173,14.780962849194406
14.373602319975037,15.388745177915956
14.193051076221025,14.893629859893016
14.552266719403162,15.19345124892963
14.744597431215563,14.409683907938794
14.985908885830673,15.214165935265209
15.033258611191584,15.151235948869891
14.682838953159518,14.81862941700643
14.663769776112025,14.820223419229729
14.593426858977773,14.136858698834162
15.088713071126877,14.79910953189587
14.184900826516978,15.231391127762887
14.54635081780838,15.02597269789807
15.364545281088768,15.064491455378706
15.56970034227165,14.382587089823174
15.201170820588775,14.657594954529843
14.564601425409059,14.710575167617792
14.844223733936314,15.028082671114873
24.41742507960832,25.450413243477094
25.23283121986523,24.231878156861388
25.7441260968978,25.947944588015293
25.589389785579826,24.910037582093825
24.46462368924473,25.527225863465567
24.79841152651341,25.611222535191214
25.10413748903843,25.488319518241855
25.178183198587202,25.353286584095976
25.00525001036041,25.892935246952916
25.06345604635181,25.20099468172235
25.941575348528126,24.326120469428776
24.364757500757133,25.484698354079004
24.41343829744292,25.971810592824646
24.793190509620125,24.62627259427962
25.961471013240192,25.74025739571721
25.933779480213285,25.453022329137692
24.569387157472647,25.955032476549516
24.865998314524308,25.4012281978982
25.473625983886873,24.92249495345458
25.30703968517304,25.461103335783264
