x,y
4.8061726376449,4.680635427676595
4.427392482757453,4.910865618602148
4.098721121234551,5.826468904443496
4.082544764319726,4.383410476326465
5.516958477276471,4.033972032141579
5.408445640061417,5.760423509054439
4.772861758127489,5.4966292559796575
5.9838306175675395,4.881781793711695
5.316130822327557,4.508254073772179
5.076351169345356,4.477940019329088
4.915168071659709,5.345557363531658
4.444158162299667,5.722416795270498
5.082235680459182,5.816682695881368
4.853583932180803,5.266882928868858
4.36900248772938,4.759970025599822
5.630370369922918,5.340764620835813
4.427937810948597,4.387418216062045
5.699654797304889,4.857140368496001
5.882779549870906,5.825939820463649
5.210968688998396,4.572628103015977
5.02038587342339,5.824785866048584
4.950446625631908,4.07747248845915
4.393420245769395,4.604185848819797
5.476041609692199,5.228771895053367
4.272359854100966,5.182218771179685
4.753983540993962,5.766522610274466
5.525070680057161,5.549178908494677
4.61946642867927,5.194838657640696
5.091433803562344,4.575745678894043
5.621537887773285,4.481586939834148
5.392353271393472,4.56920103410392
5.997242155171067,4.144322207169855
4.04616326394364,5.7637177192376
5.838497962920139,5.980315526285115
5.891691079104152,4.401160668286119
4.045816042627388,4.138257507809701
4.125832885310077,5.187492367951863
4.984724538647356,4.587272734931882
4.916682497284468,4.181099109667056
4.207803692233094,5.5254403071860505
5.591282811171394,4.638959566108193
4.25070856169056,4.56396327671265
5.228629572048307,4.05346601983242
5.42644342559714,4.305387715374598
4.210416171460821,5.747971091618775
4.46492038421246,5.710406464912104
4.7926099612302995,5.407738660840272
4.445404632453276,5.475687980679721
5.887395791516076,4.529318581231168
4.47464962544583,4.205879709382101
4.671064074883232,4.236392960850783
4.1179788229927965,4.891848464351348
4.714870646855127,5.940451978202488
5.380970957766941,5.357017697997434
4.662260491124176,5.687891183667927
4.692860481235477,5.732512404489729
4.9706372016583416,5.1832367543380125
5.76704708463391,5.619885732991266
5.282894138712012,5.976692854811104
5.451829759643698,5.599905974441416
4.135630289978931,5.602818030301157
5.038760291479631,4.963564246497221
4.056667736160062,5.901874012463517
5.045931430804805,5.409053290592057
4.478271747008584,5.684633165172695
5.835816114651514,5.5742457413090545
4.603185715231656,4.6228684015701464
4.478739693389178,5.383187672762127
5.789035908728497,5.8286677170769385
5.072345375651151,5.4490693040157065
5.0319576579932885,5.229386119468124
4.624113793173937,4.516645560581837
4.273326562711075,4.264288239519193
4.866390955903322,4.714034477056883
5.14605275589369,4.829577658555265
5.888070481341609,5.669124227038072
4.728758677059827,5.995764093423276
5.297959873261027,4.312112891274968
4.652962157489459,5.660850113927306
4.39351284147678,5.096022766181855
4.00768290042443,4.1852928887779095
5.722824630687722,4.231290904568266
5.3088313365807736,4.501258616735719
4.892850273497715,4.176967127076113
4.579430701193714,4.69883366735446
4.228572205094387,4.1189034926142565
5.722435623719447,4.991966157116964
4.390691001437781,4.744022647072612
5.912223711505446,5.225964735344356
5.312712700879183,5.374413603138791
5.6263252378858475,4.41239868728242
5.930871832532573,4.539822380761113
4.949408252296667,4.07077947270397
4.354056378766488,5.512731268766935
4.306095426710437,5.353933470757481
4.1951921494286015,5.944185598478267
5.368408332018918,5.6926995861326475
4.6816330764933225,5.972292439166469
4.431616870188027,5.464006445175877
4.661135064515489,5.4297297075722835
14.84373171608558,15.33768518807878
15.886555505438226,15.574017620985916
14.844945876387532,14.598512080517837
15.700747031576324,15.973720199558915
14.220766604992365,15.490866144920064
14.578360358891706,14.416705144630315
14.414849029787637,14.618712242346813
15.403392030477344,15.209906337509018
15.656039721329748,15.674908635808741
15.689797689077135,14.19352733227268
14.483160790455978,15.43716580615903
15.717033693545352,15.20576380436354
14.962282370732986,15.468780044453315
14.047882864797696,14.69669955837873
15.826208934952858,15.259876602007994
14.248049051731224,14.964139197835292
14.60822750127888,14.227347317446814
15.370360002366402,14.979149140586767
14.727596685118455,14.227162949148738
14.220262499844816,14.685215620542257
14.711116420228933,15.199398894442794
14.325905418289029,15.594784534432467
14.711624252878936,14.346214504572572
14.157814691875222,15.70260855097853
15.767500345984445,15.602136638035281
14.41602590778371,15.5675167518662
15.707531741282107,15.538501542097318
14.366090419509238,14.563897092815338
14.593916188620708,15.529044057038554
14.685560119429283,15.825219824088448
15.95969194872139,14.43626901652053
15.855569845614989,15.616431419344169
15.88202479307012,14.888729384504568
15.641544126350006,15.174644796075338
15.586352876686128,15.823408905774759
14.329807246764744,15.595081758946948
14.522430156788246,15.173503892967053
15.619125879939432,15.555429133242711
14.284540180577363,15.57569623476912
15.70925134828213,14.671060587039682
15.589941999705667,14.463632316648372
15.41094527241011,14.724775082573055
15.627201850807838,14.911017265653314
14.141971647951797,15.752820622948958
15.789006269473509,14.70629522816313
14.572826424423635,15.820333155343691
15.060435843596695,15.59192785246476
15.125220249160042,15.028228618830605
15.661875485042797,14.958402430238285
14.513312363260024,15.074997923773852
15.153598712921772,15.918382907780362
14.844589086133018,14.905344584733893
14.838794741843762,14.822379396585134
14.912901065374273,15.51702350197789
14.44579329610949,14.249527844217333
14.888247169791898,15.3013198176047
15.19879236302637,14.104538344973404
14.120422265249243,14.146893232039814
15.073201515814114,14.114629922878029
15.299062682329808,15.579147459046014
15.528426773516447,14.688132671004588
14.63959944537249,15.923867471623895
14.111128164706509,14.98772421700235
15.449026403171894,14.43242532996252
15.41083900353007,14.539004334845192
14.90398637220705,14.993842575662665
15.007080342537563,14.822016804319269
14.970559577985973,15.365961135780179
14.198881927482674,15.61172650577439
15.732434176546032,15.409463646737633
15.41331727555619,15.60929304596029
14.992787963944604,14.71292385436188
14.804836276612411,15.127187651348793
14.298154719191533,15.147380416824316
15.581086233230657,15.068377789947588
15.05987684705164,14.25017063152789
14.359656377989669,14.367679478372164
15.810501627003177,15.204459947230232
15.488489408608826,14.478294299173843
14.727813512501173,15.839885552024956
14.187135654277103,14.45757938405399
14.045145354380779,14.098740790089895
14.648877117234704,15.297721255496771
15.383948911913915,15.233189078990389
15.350544873410398,15.756229353601793
15.817428104365419,14.696802514004565
15.004528560920598,15.712978073001015
14.795710578871187,14.395322692928605
14.070241160735145,14.710222185181458
14.447506029635862,15.298588863981031
15.961429215846485,14.264896501167557
15.665912640090374,15.710811486559697
15.476246430113083,14.307737274603593
14.894770597797855,15.260040035060511
14.85239523228496,15.714152717636633
14.892241597345276,15.595798590312016
15.835807715954534,15.106307883788986
15.807030825007455,14.658096231706832
15.093285764916638,15.539027593010733
14.647324938471588,14.451242623610934
8.349727495920236,2.6257865694651206
12.08235608041764,7.6561611831570815
17.9077176857642,19.35589343597004
10.937698033388443,5.496471397351932
11.844608375236735,17.935223164488196
8.134666916714966,11.041565533839417
5.433055352122917,9.10888298900054
8.034270707591972,4.96826930165942
10.117327676506168,6.207616519596229
7.460697277614949,10.499408845085284
15.011900458579749,6.6701493158255065
18.48317533241527,17.246370936718048
0.9738059195105708,5.072850485136455
8.92271025318404,2.0925577748494817
6.969519780669941,14.801950512353649
13.610289622856516,12.447688571320096
14.210568054446913,4.098473739194035
6.833962297294642,13.524849645549256
17.584695260626543,10.873561076561904
5.653993018910732,0.6047051601196518
14.206736579484268,0.15768207016880753
7.45358139641991,10.610744291255635
18.44222923534386,1.7898909006580022
8.118846439365674,0.48626399420315547
6.852219686831806,12.444621176795899
5.581358964571967,4.194998993112701
2.314064666541873,11.542804880406836
13.90540011809372,13.439142811916447
18.977220414410148,0.05406427787005397
12.94393307788072,12.007844741952791
11.774792199405763,19.255406396804847
0.33743346740079394,13.929648614029002
16.27357299403727,10.196143932431683
6.679297391936183,15.8168032645481
1.944858512648493,8.840712754598506
10.399047491416765,13.879128218690951
1.8177146406481892,4.555190030757219
8.206031253802513,12.465893460402613
17.73921562434835,12.37652336482753
2.6692294186986887,19.61160265574565
17.43571469510986,10.054415222906481
18.44695963593266,10.827615875142715
18.466121357783262,16.597947372066862
19.365728205885947,18.395656215563168
0.7206763485713896,3.4954400832187993
7.782693542023715,19.042853945908416
6.000578389518592,3.209352877752021
17.7260933217312,8.927888309664059
18.15751188708652,3.204609326402865
13.22235023016199,8.805275056589837
